代码,名称,涨停次数,最大连板,平均连板,炸板率,平均封板资金,涨停次数_norm,最大连板_norm,平均连板_norm,平均封板资金_norm,封板质量_norm,综合评分
601369,陕鼓动力,1,1,1.0,0.0,91813517.0,0.25,0.125,0.125,0.07601166174741199,1.0,32.39
003018,金富科技,1,1,1.0,0.0,92123370.0,0.25,0.125,0.125,0.07626818651845872,1.0,32.39
688584,上海合晶,1,1,1.0,0.0,90090547.0,0.25,0.125,0.125,0.0745852289396922,1.0,32.37
002158,汉钟精机,1,1,1.0,0.0,90171936.0,0.25,0.125,0.125,0.07465261022885424,1.0,32.37
002951,金时科技,1,1,1.0,0.0,87516462.0,0.25,0.125,0.125,0.07245416496651833,1.0,32.34
000818,航锦科技,1,1,1.0,0.0,85316990.0,0.25,0.125,0.125,0.07063324004010577,1.0,32.31
301377,鼎泰高科,1,1,1.0,0.0,83534619.0,0.25,0.125,0.125,0.06915762962905489,1.0,32.29
001313,粤海饲料,1,1,1.0,0.0,82786100.0,0.25,0.125,0.125,0.06853793685506486,1.0,32.28
001266,宏英智能,1,1,1.0,0.0,83176239.0,0.25,0.125,0.125,0.06886092975057144,1.0,32.28
600865,百大集团,1,1,1.0,0.0,82809834.0,0.25,0.125,0.125,0.06855758604005265,1.0,32.28
002397,梦洁股份,1,1,1.0,0.0,82284345.0,0.25,0.125,0.125,0.06812253798367567,1.0,32.27
000530,冰山冷热,1,1,1.0,0.0,81817790.0,0.25,0.125,0.125,0.06773628090513935,1.0,32.27
000892,欢瑞世纪,1,1,1.0,0.0,80190900.0,0.25,0.125,0.125,0.06638939194563846,1.0,32.25
002453,华软科技,1,1,1.0,0.0,78863480.0,0.25,0.125,0.125,0.06529043175618456,1.0,32.23
600888,新疆众和,1,1,1.0,0.0,77873461.0,0.25,0.125,0.125,0.06447080310225213,1.0,32.22
603459,红板科技,1,1,1.0,0.0,77602228.0,0.25,0.125,0.125,0.06424625151415933,1.0,32.21
000809,和展能源,1,1,1.0,0.0,77009451.0,0.25,0.125,0.125,0.06375549627149016,1.0,32.21
002771,真视通,2,2,1.5,0.5,50694869.0,0.5,0.25,0.1875,0.041969868497220966,0.5,32.19
002263,大东南,1,1,1.0,0.0,74093076.0,0.25,0.125,0.125,0.061341053199577236,1.0,32.17
600828,茂业商业,1,1,1.0,0.0,73911565.0,0.25,0.125,0.125,0.06119078172336928,1.0,32.17
603110,东方材料,1,1,1.0,0.0,73439511.0,0.25,0.125,0.125,0.06079997206759155,1.0,32.16
301020,密封科技,1,1,1.0,0.0,73064645.0,0.25,0.125,0.125,0.060489623564194114,1.0,32.16
000695,滨海能源,1,1,1.0,0.0,71550069.0,0.25,0.125,0.125,0.059235718449081834,1.0,32.14
000532,华金资本,1,1,1.0,0.0,71814286.0,0.25,0.125,0.125,0.05945446154800828,1.0,32.14
000716,黑芝麻,1,1,1.0,0.0,71290258.0,0.25,0.125,0.125,0.05902062304161305,1.0,32.14
600032,浙江新能,1,1,1.0,0.0,70938400.0,0.25,0.125,0.125,0.05872932267372582,1.0,32.13
600719,大连热电,1,1,1.0,0.0,70073000.0,0.25,0.125,0.125,0.05801286507330288,1.0,32.12
001376,百通能源,1,1,1.0,0.0,68917384.0,0.25,0.125,0.125,0.057056140013942644,1.0,32.11
002627,三峡旅游,1,1,1.0,0.0,69405228.0,0.25,0.125,0.125,0.05746002208191205,1.0,32.11
300907,康平科技,1,1,1.0,0.0,69239311.0,0.25,0.125,0.125,0.057322660751094656,1.0,32.11
603988,中电电机,1,1,1.0,0.0,69407316.0,0.25,0.125,0.125,0.05746175072007901,1.0,32.11
605289,罗曼股份,1,1,1.0,0.0,68840104.0,0.25,0.125,0.125,0.05699216053236108,1.0,32.1
301312,智立方,1,1,1.0,0.0,68804290.0,0.25,0.125,0.125,0.05696251041391695,1.0,32.1
600982,宁波能源,1,1,1.0,0.0,65868739.0,0.25,0.125,0.125,0.05453219168803396,1.0,32.07
301591,肯特股份,1,1,1.0,0.0,65749296.0,0.25,0.125,0.125,0.054433305802700796,1.0,32.07
002243,力合科创,1,1,1.0,0.0,64662636.0,0.25,0.125,0.125,0.053533668853225885,1.0,32.05
002971,和远气体,1,1,1.0,0.0,63856782.0,0.25,0.125,0.125,0.052866508900451185,1.0,32.04
603373,安邦护卫,1,1,1.0,0.0,62431572.0,0.25,0.125,0.125,0.05168658916772786,1.0,32.03
600459,贵研铂业,1,1,1.0,0.0,61064550.0,0.25,0.125,0.125,0.05055484280553077,1.0,32.01
600382,广东明珠,1,1,1.0,0.0,61064006.0,0.25,0.125,0.125,0.05055439243236849,1.0,32.01
000759,中百集团,2,2,1.5,0.5,35380129.0,0.5,0.25,0.1875,0.02929092018256747,0.5,32.0
002823,凯中精密,1,1,1.0,0.0,59429838.0,0.25,0.125,0.125,0.049201478076038536,1.0,31.99
002787,华源控股,1,1,1.0,0.0,59893772.0,0.25,0.125,0.125,0.049585565250055884,1.0,31.99
603767,中马传动,1,1,1.0,0.0,58133656.0,0.25,0.125,0.125,0.048128379571957876,1.0,31.97
000037,深南电A,1,1,1.0,0.0,57297473.0,0.25,0.125,0.125,0.04743611048749468,1.0,31.96
603335,迪生力,1,1,1.0,0.0,56227862.0,0.25,0.125,0.125,0.04655058826604105,1.0,31.95
600758,辽宁能源,1,1,1.0,0.0,55378270.0,0.25,0.125,0.125,0.04584721797986295,1.0,31.94
002943,宇晶股份,1,1,1.0,0.0,55553850.0,0.25,0.125,0.125,0.04599257922955357,1.0,31.94
601116,三江购物,1,1,1.0,0.0,54070900.0,0.25,0.125,0.125,0.044764857021849395,1.0,31.92
600234,科新发展,1,1,1.0,0.0,53134218.0,0.25,0.125,0.125,0.04398938563511568,1.0,31.91
603931,格林达,1,1,1.0,0.0,52679539.0,0.25,0.125,0.125,0.04361296060009985,1.0,31.9
601086,国芳集团,1,1,1.0,0.0,51743488.0,0.25,0.125,0.125,0.042838011613118704,1.0,31.89
000026,飞亚达,1,1,1.0,0.0,47285768.0,0.25,0.125,0.125,0.03914750158936399,1.0,31.84
603232,格尔软件,1,1,1.0,0.0,47528868.0,0.25,0.125,0.125,0.039348762096254236,1.0,31.84
603960,克来机电,1,1,1.0,0.0,47060102.0,0.25,0.125,0.125,0.03896067454885435,1.0,31.83
603955,大千生态,1,1,1.0,0.0,45922869.0,0.25,0.125,0.125,0.03801916862523316,1.0,31.82
001299,美能能源,1,1,1.0,0.0,46124552.0,0.25,0.125,0.125,0.03818614033568625,1.0,31.82
603976,正川股份,1,1,1.0,0.0,44131313.0,0.25,0.125,0.125,0.03653595402760974,1.0,31.8
300721,怡达股份,1,1,1.0,0.0,41549901.0,0.25,0.125,0.125,0.03439882409090652,1.0,31.77
000068,华控赛格,1,1,1.0,0.0,42177688.0,0.25,0.125,0.125,0.03491856382697852,1.0,31.77
603269,海鸥股份,1,1,1.0,0.0,42203145.0,0.25,0.125,0.125,0.034939639469610796,1.0,31.77
000859,国风新材,2,1,1.0,0.333,73252608.0,0.5,0.125,0.125,0.06064523659856931,0.667,31.75
603001,奥康国际,1,1,1.0,0.0,38993529.0,0.25,0.125,0.125,0.03228242456593728,1.0,31.73
002871,伟隆股份,1,1,1.0,0.0,37807305.0,0.25,0.125,0.125,0.03130035939306451,1.0,31.72
301565,中仑新材,1,1,1.0,0.0,35464800.0,0.25,0.125,0.125,0.029361018612756296,1.0,31.69
600503,华丽家族,1,1,1.0,0.0,34064074.0,0.25,0.125,0.125,0.028201368983902568,1.0,31.67
002725,跃岭股份,1,1,1.0,0.0,33486520.0,0.25,0.125,0.125,0.027723216738750424,1.0,31.67
603919,金徽酒,1,1,1.0,0.0,33683993.0,0.25,0.125,0.125,0.027886703024546954,1.0,31.67
603439,三力制药,1,1,1.0,0.0,33142797.0,0.25,0.125,0.125,0.027438651271001206,1.0,31.66
605177,东亚药业,1,1,1.0,0.0,31856031.0,0.25,0.125,0.125,0.026373348196508696,1.0,31.65
600527,江南高纤,1,1,1.0,0.0,32274774.0,0.25,0.125,0.125,0.026720022110275625,1.0,31.65
601101,昊华能源,1,1,1.0,0.0,31807003.0,0.25,0.125,0.125,0.026332758315258945,1.0,31.64
605366,宏柏新材,1,1,1.0,0.0,31385476.0,0.25,0.125,0.125,0.02598377955060274,1.0,31.64
605180,华生科技,1,1,1.0,0.0,29565772.0,0.25,0.125,0.125,0.024477261453399117,1.0,31.62
600280,中央商场,1,1,1.0,0.0,29939520.0,0.25,0.125,0.125,0.024786684373716738,1.0,31.62
603590,康辰药业,1,1,1.0,0.0,29813985.0,0.25,0.125,0.125,0.024682754971279607,1.0,31.62
603895,天永智能,1,1,1.0,0.0,29306488.0,0.25,0.125,0.125,0.024262602344931286,1.0,31.61
300243,瑞丰高材,1,1,1.0,0.0,28554814.0,0.25,0.125,0.125,0.023640297572178445,1.0,31.6
000025,特  力Ａ,1,1,1.0,0.0,25202969.0,0.25,0.125,0.125,0.020865332439650584,1.0,31.56
603375,盛景微,1,1,1.0,0.0,24016549.0,0.25,0.125,0.125,0.019883104999976697,1.0,31.55
600237,铜峰电子,1,1,1.0,0.0,21722238.0,0.25,0.125,0.125,0.01798366363912167,1.0,31.52
603578,三星新材,1,1,1.0,0.0,21108290.0,0.25,0.125,0.125,0.017475381098256797,1.0,31.51
603060,国检集团,1,1,1.0,0.0,17737560.0,0.25,0.125,0.125,0.014684781228284993,1.0,31.47
002457,青龙管业,1,1,1.0,0.0,16824150.0,0.25,0.125,0.125,0.01392857654050788,1.0,31.46
600191,华资实业,1,1,1.0,0.0,14117864.0,0.25,0.125,0.125,0.01168806443787536,1.0,31.43
000926,福星股份,2,1,1.0,0.333,45382801.0,0.5,0.125,0.125,0.03757205073368566,0.667,31.4
603616,韩建河山,1,1,1.0,0.0,11601684.0,0.25,0.125,0.125,0.009604939541836326,1.0,31.39
002857,三晖电气,1,1,1.0,0.0,9533825.0,0.25,0.125,0.125,0.00789297594447907,1.0,31.37
600693,东百集团,1,1,1.0,0.0,9794736.0,0.25,0.125,0.125,0.008108982032974504,1.0,31.37
603989,艾华集团,3,2,1.3,0.85,73372170.0,0.75,0.25,0.1625,0.060744221003031715,0.15000000000000002,31.35
603790,雅运股份,1,1,1.0,0.0,1850942.0,0.25,0.125,0.125,0.0015323797825768752,1.0,31.27
001257,盛龙股份,2,2,1.5,0.6,69013522.0,0.5,0.25,0.1875,0.0571357318798884,0.4,30.42
000510,新金路,2,3,2.0,0.833,61515788.0,0.5,0.375,0.25,0.05092841906471686,0.16700000000000004,29.73
600563,法拉电子,2,2,1.5,0.667,116264299.5,0.5,0.25,0.1875,0.09625426511974049,0.33299999999999996,29.67
002036,联创电子,2,2,1.5,0.667,105504829.0,0.5,0.25,0.1875,0.08734658726412303,0.33299999999999996,29.53
002185,华天科技,1,2,2.0,0.857,827324718.0,0.25,0.25,0.25,0.6849353850576164,0.14300000000000002,29.38
601958,金钼股份,2,1,1.0,0.5,115286420.5,0.5,0.125,0.125,0.09544468707277495,0.5,28.93
600303,曙光股份,2,2,1.5,0.667,46562537.0,0.5,0.25,0.1875,0.03854874454428486,0.33299999999999996,28.8
002463,沪电股份,1,1,1.0,0.5,595432624.0,0.25,0.125,0.125,0.4929538121152896,0.5,28.64
003004,声迅股份,2,1,1.0,0.5,19227316.0,0.5,0.125,0.125,0.01591813806786862,0.5,27.74
603032,德新科技,2,2,1.5,0.714,36011748.0,0.5,0.25,0.1875,0.029813832400179596,0.28600000000000003,27.73
000636,风华高科,2,1,1.0,0.714,256906358.0,0.5,0.125,0.125,0.21269067805185515,0.28600000000000003,26.41
605006,山东玻纤,2,1,1.0,0.6,68537422.0,0.5,0.125,0.125,0.05674157257371627,0.4,26.35
002859,洁美科技,2,1,1.0,0.6,63642852.0,0.5,0.125,0.125,0.05268939799860409,0.4,26.29
600110,诺德股份,2,2,1.5,0.846,85518191.0,0.5,0.25,0.1875,0.0707998127066908,0.15400000000000003,25.7
002931,锋龙股份,2,2,1.5,0.833,56911000.0,0.5,0.25,0.1875,0.04711615264348237,0.16700000000000004,25.61
600863,华能蒙电,2,1,1.0,0.667,91360101.5,0.5,0.125,0.125,0.07563628275373904,0.33299999999999996,25.29
603773,沃格光电,2,1,1.0,0.714,113235384.0,0.5,0.125,0.125,0.09374665068593667,0.28600000000000003,24.63
603256,宏和科技,2,1,1.0,0.75,164987736.0,0.5,0.125,0.125,0.1365920007323465,0.25,24.55
002782,可立克,1,2,2.0,0.667,45575077.0,0.25,0.25,0.25,0.037731234465577176,0.33299999999999996,23.48
603618,杭电股份,1,1,1.0,0.5,166158103.0,0.25,0.125,0.125,0.13756093802427416,0.5,23.31
603890,春秋电子,2,1,1.0,0.75,59768501.5,0.5,0.125,0.125,0.04948185482501107,0.25,23.24
600367,红星发展,2,1,1.0,0.75,53395574.5,0.5,0.125,0.125,0.04420576054942691,0.25,23.16
603186,华正新材,2,1,1.0,0.75,45238346.0,0.5,0.125,0.125,0.0374524576175901,0.25,23.06
600360,华微电子,2,1,1.0,0.75,32187028.5,0.5,0.125,0.125,0.026647378326617305,0.25,22.9
600246,万通发展,1,1,1.0,0.5,126654238.0,0.25,0.125,0.125,0.10485601044704794,0.5,22.82
600744,华银电力,1,1,1.0,0.5,112904635.0,0.25,0.125,0.125,0.09347282628695089,0.5,22.65
002181,粤 传 媒,1,1,1.0,0.5,111280664.0,0.25,0.125,0.125,0.092128353943738,0.5,22.63
002940,昂利康,1,1,1.0,0.5,106350805.0,0.25,0.125,0.125,0.08804696389339896,0.5,22.57
600869,远东股份,1,1,1.0,0.5,99296820.0,0.25,0.125,0.125,0.08220702725540568,0.5,22.48
000890,法尔胜,1,1,1.0,0.5,96112860.0,0.25,0.125,0.125,0.07957105274484108,0.5,22.44
002640,跨境通,1,1,1.0,0.5,93730239.0,0.25,0.125,0.125,0.07759850025538269,0.5,22.41
600183,生益科技,2,1,1.0,0.882,204468704.5,0.5,0.125,0.125,0.16927797248400292,0.118,22.4
002733,雄韬股份,2,1,1.0,0.778,33954564.0,0.5,0.125,0.125,0.028110706548240084,0.22199999999999998,22.36
603061,金海通,1,1,1.0,0.5,86345743.0,0.25,0.125,0.125,0.07148493625666215,0.5,22.32
002993,奥海科技,1,1,1.0,0.5,81625230.0,0.25,0.125,0.125,0.06757686205196459,0.5,22.26
688260,昀冢科技,1,1,1.0,0.5,79086812.0,0.25,0.125,0.125,0.065475326497134,0.5,22.23
603678,火炬电子,2,1,1.0,0.8,58056059.5,0.5,0.125,0.125,0.048064138062608196,0.19999999999999996,22.22
600596,新安股份,1,1,1.0,0.5,71302533.0,0.25,0.125,0.125,0.05903078541397865,0.5,22.14
002706,良信股份,1,1,1.0,0.5,71029296.0,0.25,0.125,0.125,0.058804574730633656,0.5,22.13
000720,新能泰山,1,1,1.0,0.5,66949857.0,0.25,0.125,0.125,0.055427240460918216,0.5,22.08
600173,卧龙新能,1,1,1.0,0.5,66712911.0,0.25,0.125,0.125,0.055231074800426175,0.5,22.08
603806,福斯特,1,1,1.0,0.5,64444779.0,0.25,0.125,0.125,0.05335330682011364,0.5,22.05
000601,韶能股份,1,1,1.0,0.5,61722468.0,0.25,0.125,0.125,0.051099527750706475,0.5,22.02
603090,宏盛股份,1,1,1.0,0.5,61214335.0,0.25,0.125,0.125,0.050678848585146374,0.5,22.01
002613,北玻股份,1,1,1.0,0.5,60263008.0,0.25,0.125,0.125,0.04989125272238055,0.5,22.0
002245,蔚蓝锂芯,1,1,1.0,0.5,58385560.0,0.25,0.125,0.125,0.04833692883862871,0.5,21.98
002918,蒙娜丽莎,1,1,1.0,0.5,57988281.0,0.25,0.125,0.125,0.0480080247953673,0.5,21.97
